,Title,Body,Title + Body,Actual,Predicted Cat
1100,Gamecube with Games,Comes with 2 controllers (one of the controllers had the rubber on the left joystick pop off). Two games. Memory card. Power chords and TV hookup cables. Everything works and is good to go.$70/firmCall/textshow contact info,gamecub gamescom 2 control (one control rubber left joystick pop off). two games. memori card. power chord tv hookup cables. everyth work good go.$70/firmcall/textshow contact info,Others,Others
1101,NEW Franktech Portable Golf Net / Training Set,"New Franktech Portable Golf Training Set / Net for sale...$20 Cash.  New...never set up.  Heavy duty, Portable and easy to set up. Complete with everything you need except your clubs.  Buyer must pick up near Cedarville, AR or I can meet at Walmart in Van Buren.  Please call or text at (479) 2O8-3o49. No emails.golf training train aid practice driving driver    ","new franktech portabl golf net / train setnew franktech portabl golf train set / net sale...$20 cash. new...nev set up. heavi duty, portabl easi set up. complet everyth need except clubs. buyer must pick near cedarville, ar meet walmart van buren. pleas call text (479) 2o8-3o49. emails.golf train train aid practic drive driver",Others,Others
1102,1974 Peterbilt Dump Truck,"1974 359 Peterbilt Dump Truck Big Cam 400 Cumins 13 Speed Eaton Transmission Walking Beam Rear Suspension Rockwell Rear Ends $10,500.00For more information please call.    ","1974 peterbilt dump truck1974 359 peterbilt dump truck big cam 400 cumin 13 speed eaton transmiss walk beam rear suspens rockwel rear end $10,500.00for inform pleas call.",Others,Others
1103,ORIGINAL PAINTING,ORIGINAL PAINTING IN ACRYLICS BY ARTIST PINK TAFFY. WOULD MAKE A WONDERFUL CHRISTMAS GIFT!  CASH ONLY.  MUST PICK UP.  THANK YOU.  $150.00,origin paintingorigin paint acryl artist pink taffy. would make wonder christma gift! cash only. must pick up. thank you. $150.00,Others,Others
1104,Tin Lizzie Long Arm Quilting Machine,"Tin Lizzie 18LS Long Arm Quilting Machine complete w/Grace 12 foot Pinnacle Frame. Also has Stitch Regulator and leaders. Has been very well taken care of by sole owner. Please call for further info.91Eight, Six 9 four, four 7 six four.    ","tin lizzi long arm quilt machinetin lizzi 18l long arm quilt machin complet w/grace 12 foot pinnacl frame. also stitch regul leaders. well taken care sole owner. pleas call info.91eight, six 9 four, four 7 six four.",Others,Others
1106,Western Boots,"Western Boots $50.00 per pair. Most are in Excellent condition. They are  Cody James, Nocona and are 12EE","western bootswestern boot $50.00 per pair. excel condition. codi james, nocona 12ee",Others,Others
1107,Rebuilt Fire Hydrant,"New seals, gaskets and paint. New valve and cap wrench. 2 small and 1 large hose connections. 36"" freeze protected drop. Made by Dresser, MH Valve Co. Anniston, Ala. Valve opens and closes as it should with ease. Hooks to 6"" supply line. Looks like it has never been in the ground. I will not respond to scammers or emails.","rebuilt fire hydrantnew seals, gasket paint. new valv cap wrench. 2 small 1 larg hose connections. 36"" freez protect drop. made dresser, mh valv co. anniston, ala. valv open close ease. hook 6"" suppli line. look like never ground. respond scammer emails.",Others,Others
1108,Landscape stone(natural),"You pick and haul. Creek rock,mossy,white lichen. Two acres to pick on.","landscap stone(natural)y pick haul. creek rock,mossy,whit lichen. two acr pick on.",Others,Others
1109,Peach Faced Love Birds,8 wks old. Babies are numbered for easier selling. #5 is 3 months older than the other 4. These precious babies will make a great Christmas gift.,peach face love birds8 wk old. babi number easier selling. #5 3 month older 4. preciou babi make great christma gift.,Others,Others
1110,Fifth Wheel Hitch,"I’m selling my fifth wheel hitch. It does not have the pins, so you will need to get them. Four large and two mediumCall or text for fastest response 8Zeeo5-793-954eight. Note: No scammers, no codes, no way!    ","fifth wheel hitchi’m sell fifth wheel hitch. pins, need get them. four larg two mediumcal text fastest respons 8zeeo5-793-954eight. note: scammers, codes, way!",Others,Others
1111,Metal Building Sale. Price Includes Delivery & Installation!,"3D CUSTOM DESIGN CENTER: https://metalcarportdepot.link/12x31X9-AL-AR-GA-IL-IN-KY-LA-MO-MS-NC-OK-SC-TN-TX. Pricing is good in all states listed!With thousands of combinations, you can build your custom carport or metal building online through our dynamic 3D Custom Design Center. See real-time cost estimates based on your zip code. Submit your custom order directly from the app here: https://metalcarportdepot.link/12x31X9-AL-AR-GA-IL-IN-KY-LA-MO-MS-NC-OK-SC-TN-TX. Pricing is good in all states listed!Metal Carport Depot, LLC12' x 31' Boxed Eave Style Metal Building With 29 Gauge Vertical Roof - Includes Free Delivery & Installation On Your Existing Concrete Slab Or Level Ground!CALL US NOW FOR SPECIALS GOING ON FOR STRUCTURES ORIGINALLY SELLING FOR OVER $5,000.00 IN YOUR AREA ONLY! THESE SPECIALS ARE NOT LISTED ON THE WEBSITE. CALL US FOR FULL DETAILS.  Sale Price Includes: 9' Side Walls/Legs, One 9' x 8' Roll-Up Door, One 36"" x 80"" Walk-In Door, 140 MPH/35 PSF Certification Package*, One 3' Brace On Every Leg, One Center Brace Every Bow, Concrete Anchors Or Rebar Anchors, 14 Gauge Galvanized Frame, & All Bows/Legs 5' On Center Or Less. Center Height 11' 0"".Sale Price $7,355.00 - WITH FREE DELIVERY & INSTALLATION!Copy & Paste This Link For More Details: https://metalcarportdepot.link/12x31X9-AL-AR-GA-IL-IN-KY-LA-MO-MS-NC-OK-SC-TN-TX.Order Your New Enclosed Garage Today With Low Rates & 100% Financing!Why Pay Storage Fees? We Have Partnered With LendingTree.com® To Provide 100% Financing Available With Rates As Low As 5.99%. LendingTree.com, The #1 Place to Shop for Money! View offers online. Hundreds Of Lenders. Free Credit Score. Compare Offers From Top Lenders! Up To 5 Matches In Minutes. If Approved At 9.95% Your Payment Would Be $156.24 Per Month For 60 Months, Tax Not Included.Also Available To All Land & Home Owners. Rent-To-Own This Enclosed Metal Garage With No Credit Check, No Proof Of Income, & No Driver's License Is Required. Early Payoff Is Available & 90 Days Sames As Cash Available. Pay Only A $1,173.60 Security Deposit To Order. NO OTHER PAYMENTS ARE DUE UNTIL THE INSTALLATION OF YOUR BUILDING! Call Us At 1 (800) 324-5315 Monday - Friday, 8:30 AM - 7:00 PM & 9:00 AM - 3:00 PM Saturday Central Time, For A Free Custom Quote, Answers To Your Questions, Or Assistance With Your Order.The Boxed Eave Style, (A-Frame Type), Fully Enclosed Metal Building With The 29 Gauge Vertical Metal Roof has a more traditional look. The Vertical Roof Style is the strongest roof style available. On the Boxed Eave Style with the Vertical Roof, the Roof Panels are laid in a vertical orientation starting from the peak and ending at the eaves/sides, unlike the regular style and the boxed eave style where the roof panels are installed horizontally. This roof configuration displaces water, snow, etc., much more efficiently and water will not pond on the roof. The Vertical Roof Style also has 18 Gauge Hat-Channel ""Purlins' running length-wise attached to the bows. This also makes the structure more sturdy with its added rigidity and strength. We highly recommend any Metal Structure longer than 31 feet be upgraded to the Vertical Roof Style to avoid any potential leaks at the seams. You may also want to order this style to more closely resemble other buildings on your property.Save Time & Conveniently Order From Your Home Or Office. Pay Just 16% Down When Ordering. Review & Approve Your Order By E-Mail Or By Phone Before It Is Finalized & Sent To The Manufacturer. Balance & Sales Tax Are Not Due Until After Installation.We also offer a variety of options with our Fully Enclosed Metal Buildings. You can select wall height up to 14', add windows, walk-in doors, & more while ordering. Choose from 14 colors for the roof, wall, & trim colors including Galvalume. We can also build custom configurations according to your needs & specifications, including different size roll-up doors, roll-up doors on the side, specific widths, lengths, & more. We offer standard sizes to save you time & money. They are priced 12' wide, 18' wide, 20' wide, 22' wide, 24' wide, 26' wide, 28' wide, and 30' wide. In lengths they are priced 21' long, 26' long, 31' long, 36'' long, 41' long, 46' long, and 51' long. We can build any custom size in between these sizes. Any custom size is priced the same as the next size up. i.e. a 10' 6"" wide is priced the same as a 12' wide, a 28' long would be priced the same as a 31' long, etc.. See Our FAQ For The Most Comprehensive Information Online About Metal Carports & Metal Buildings.Copy & Paste This Link For More Details: https://www.MetalCarportDepotLLC.com/Metal-Carports-Buildings-FAQsWe can install this Vertical Roof Style Metal Building onto your level ground or existing concrete slab. Our High Wind Speed Vertical Roof Style Metal Buildings are Built with High-Quality Steel Components & are Now Certified up to 140 MPH Wind Speed & 35 PSF Snow Load with the Standard 14 Gauge Steel Frame. Comes with a 20-Year Limited Rust Thru Warranty on the Roof, & a 90-Day Workmanship Warranty on Installation. Conveniently Order On Our Website Free Standing Metal Carports, Fully Enclosed Metal Buildings, Metal RV Covers, & Metal Carport/Storage Combo Units. We Offer Low Factory Direct Pricing With Free Delivery & Installation On A Wide Selection Of High Quality All Steel Structures.3D CUSTOM DESIGN CENTER: https://metalcarportdepot.link/12x31X9-AL-AR-GA-IL-IN-KY-LA-MO-MS-NC-OK-SC-TN-TX. Pricing is good in all states listed!With thousands of combinations, you can build your custom carport or metal building online through our dynamic 3D Custom Design Center. See real-time cost estimates based on your zip code. Submit your custom order directly from the app here: https://metalcarportdepot.link/12x31X9-AL-AR-GA-IL-IN-KY-LA-MO-MS-NC-OK-SC-TN-TX.Metal Carport Depot, LLCOn our website we have priced out many Standard Size Metal Carports, Fully Enclosed Metal Buildings, Carport & Storage Combo Units, & Triple Wide Metal Carports to save you time and money. We can also accommodate your needs with any custom size.Call Us At 1 (800) 324-5315 Monday - Friday, 8:30 AM - 7:00 PM & 9:00 AM - 3:00 PM Saturday Central Time, For A Free Custom Quote, Answers To Your Questions, Or Assistance With Your Order.	*See Product Listing Details For Specific Pricing In Your Area & Areas Served. Certification is based on concrete installation with a proper footing or the use of optional helical ground anchors (Plus $180.00 To Price) to a suitable surface. Prices Are Subject To Change By The Manufacturer Without Notice. Must be in Eagle Carports Service Area. Not all areas of IL, IN, & KY are included in the service area. *Quality Engineered Metal Buildings - 140 MPH/35 PSF Certified - Metal Building Financing Available*CALL US NOW FOR SPECIALS GOING ON FOR STRUCTURES ORIGINALLY SELLING FOR OVER $5,000.00 IN YOUR AREA ONLY! THESE SPECIALS ARE NOT LISTED ON THE WEBSITE. CALL US FOR FULL DETAILS. PRICE IS NOT AVAILABLE IN ALL AREAS OF EVERY STATE. SEE THE SERVICE AREA MAP FOR DETAILS. ","metal build sale. price includ deliveri & installation!3d custom design center: https://metalcarportdepot.link/12x31x9-al-ar-ga-il-in-ky-la-mo-ms-nc-ok-sc-tn-tx. price good state listed!with thousand combinations, build custom carport metal build onlin dynam 3d custom design center. see real-tim cost estim base zip code. submit custom order directli app here: https://metalcarportdepot.link/12x31x9-al-ar-ga-il-in-ky-la-mo-ms-nc-ok-sc-tn-tx. price good state listed!met carport depot, llc12' x 31' box eav style metal build 29 gaug vertic roof - includ free deliveri & instal exist concret slab level ground!cal us special go structur origin sell $5,000.00 area only! special list website. call us full details. sale price includes: 9' side walls/legs, one 9' x 8' roll-up door, one 36"" x 80"" walk-in door, 140 mph/35 psf certif package*, one 3' brace everi leg, one center brace everi bow, concret anchor rebar anchors, 14 gaug galvan frame, & bows/leg 5' center less. center height 11' 0"".sale price $7,355.00 - free deliveri & installation!copi & past link details: https://metalcarportdepot.link/12x31x9-al-ar-ga-il-in-ky-la-mo-ms-nc-ok-sc-tn-tx.ord new enclos garag today low rate & 100% financing!whi pay storag fees? partner lendingtree.com® provid 100% financ avail rate low 5.99%. lendingtree.com, #1 place shop money! view offer online. hundr lenders. free credit score. compar offer top lenders! 5 match minutes. approv 9.95% payment would $156.24 per month 60 months, tax included.also avail land & home owners. rent-to-own enclos metal garag credit check, proof income, & driver' licens required. earli payoff avail & 90 day same cash available. pay $1,173.60 secur deposit order. payment due instal building! call us 1 (800) 324-5315 monday - friday, 8:30 - 7:00 pm & 9:00 - 3:00 pm saturday central time, free custom quote, answer questions, assist order.th box eav style, (a-fram type), fulli enclos metal build 29 gaug vertic metal roof tradit look. vertic roof style strongest roof style available. box eav style vertic roof, roof panel laid vertic orient start peak end eaves/sides, unlik regular style box eav style roof panel instal horizontally. roof configur displac water, snow, etc., much effici water pond roof. vertic roof style also 18 gaug hat-channel ""purlins' run length-wis attach bows. also make structur sturdi ad rigid strength. highli recommend metal structur longer 31 feet upgrad vertic roof style avoid potenti leak seams. may also want order style close resembl build property.sav time & conveni order home office. pay 16% ordering. review & approv order e-mail phone final & sent manufacturer. balanc & sale tax due installation.w also offer varieti option fulli enclos metal buildings. select wall height 14', add windows, walk-in doors, & ordering. choos 14 color roof, wall, & trim color includ galvalume. also build custom configur accord need & specifications, includ differ size roll-up doors, roll-up door side, specif widths, lengths, & more. offer standard size save time & money. price 12' wide, 18' wide, 20' wide, 22' wide, 24' wide, 26' wide, 28' wide, 30' wide. length price 21' long, 26' long, 31' long, 36'' long, 41' long, 46' long, 51' long. build custom size sizes. custom size price next size up. i.e. 10' 6"" wide price 12' wide, 28' long would price 31' long, etc.. see faq comprehens inform onlin metal carport & metal buildings.copi & past link details: https://www.metalcarportdepotllc.com/metal-carports-buildings-faqsw instal vertic roof style metal build onto level ground exist concret slab. high wind speed vertic roof style metal build built high-qual steel compon & certifi 140 mph wind speed & 35 psf snow load standard 14 gaug steel frame. come 20-year limit rust thru warranti roof, & 90-day workmanship warranti installation. conveni order websit free stand metal carports, fulli enclos metal buildings, metal rv covers, & metal carport/storag combo units. offer low factori direct price free deliveri & instal wide select high qualiti steel structures.3d custom design center: https://metalcarportdepot.link/12x31x9-al-ar-ga-il-in-ky-la-mo-ms-nc-ok-sc-tn-tx. price good state listed!with thousand combinations, build custom carport metal build onlin dynam 3d custom design center. see real-tim cost estim base zip code. submit custom order directli app here: https://metalcarportdepot.link/12x31x9-al-ar-ga-il-in-ky-la-mo-ms-nc-ok-sc-tn-tx.met carport depot, llcon websit price mani standard size metal carports, fulli enclos metal buildings, carport & storag combo units, & tripl wide metal carport save time money. also accommod need custom size.cal us 1 (800) 324-5315 monday - friday, 8:30 - 7:00 pm & 9:00 - 3:00 pm saturday central time, free custom quote, answer questions, assist order. *see product list detail specif price area & area served. certif base concret instal proper foot use option helic ground anchor (plu $180.00 price) suitabl surface. price subject chang manufactur without notice. must eagl carport servic area. area il, in, & ky includ servic area. *qualiti engin metal build - 140 mph/35 psf certifi - metal build financ available*cal us special go structur origin sell $5,000.00 area only! special list website. call us full details. price avail area everi state. see servic area map details.",Others,Others
1113,Yard sale leftovers,"Make me an offer on these leftovers from a yard sale. Wipe off calendar,  waste basket, 2 Christmas tins, 2 Christmas coasters, 3 burger & fry baskets, milk glass goblet in oak leaf pattern, candle holder, Everything pictured.","yard sale leftoversmak offer leftov yard sale. wipe calendar, wast basket, 2 christma tins, 2 christma coasters, 3 burger & fri baskets, milk glass goblet oak leaf pattern, candl holder, everyth pictured.",Others,Others
1114,Vanity top with sink,"Maroon laminate with 19” round white porcelain sink, chrome faucet, and plumbing hookups.Approx. 22” x 58” with 4” backsplash / includes side splash pieces to fit 60” opening.Laminate in VG condition, just needs cleaning / sink and faucet in EX condition, no scratches, chips, etc.","vaniti top sinkmaroon lamin 19” round white porcelain sink, chrome faucet, plumb hookups.approx. 22” x 58” 4” backsplash / includ side splash piec fit 60” opening.lamin vg condition, need clean / sink faucet ex condition, scratches, chips, etc.",Others,Others
1115,Stainless steel kitchen sink,"22” x 33” drop-in, double-bowl stainless steel sink.Includes chrome faucet, sprayer, plumbing hookups, and 6 mounting clips.Good condition, needs cleaning. Would be great for cabin, workshop, etc.","stainless steel kitchen sink22” x 33” drop-in, double-bowl stainless steel sink.includ chrome faucet, sprayer, plumb hookups, 6 mount clips.good condition, need cleaning. would great cabin, workshop, etc.",Others,Others
1117,Great Dane,"2 yr old Great Dane, in heat now.","great dane2 yr old great dane, heat now.",Others,Others
1118,Shaw TSP 200,Shaw TPS adhesive for vinyl tile and planks. 4 gallons per bucket. Have 62 buckets available. These retail at Lowes for $156 before tax. Looking for a wholesaler or flooring company to make me a offer on the whole lot of 62 buckets (248 gallons)    ,shaw tsp 200shaw tp adhes vinyl tile planks. 4 gallon per bucket. 62 bucket available. retail low $156 tax. look wholesal floor compani make offer whole lot 62 bucket (248 gallons),Others,Others
1119,Gynecologist Table,Gynecologist Table for sale (used). $300.,gynecologist tablegynecologist tabl sale (used). $300.,Others,Others
1120,Tattoo Equipment,"Tattoo equipment consisting of:  2 machines, 2 tubes (1 liner 1 shader), assorted needles, ink caps and holder, razors and flash cd.  $300","tattoo equipmenttattoo equip consist of: 2 machines, 2 tube (1 liner 1 shader), assort needles, ink cap holder, razor flash cd. $300",Others,Others
1121,Blackstone,"Trying to raise extra money for the holidays for the kiddos.  My ex didn't take care of the 36in Blackstone so it needs some tlc but it still a Blackstone.  Serious offers only, cash only47nine 39two 85six1","blackstonetri rais extra money holiday kiddos. ex take care 36in blackston need tlc still blackstone. seriou offer only, cash only47nin 39two 85six1",Others,Others
1122,Dog House Dogloo,Used Dogloo Dog House still in good condition.  Rascal and Digger both have lived in it now my chickens think it is a nest box.  $50 FIRM PRICE.  Call or text: four seven 9-9 six 5-5 two one 9.,dog hous dogloous dogloo dog hous still good condition. rascal digger live chicken think nest box. $50 firm price. call text: four seven 9-9 six 5-5 two one 9.,Others,Others
1123,$600 sell asap for daughter 2009 Pontiac G6,"Needs oil pan, washed,vaccumWill need a trailer or tow cause of oil pan won't hold oil. Hit small rocks coming back from revival church.Need to sell asap to help daughter move from abusive ex relationship that still stalks her and the children. She needs to Asap. So trying to sell it asap for her. No can't drive it, DOES have clean title in hand with us as only owners. No liens no tickets on car.","$600 sell asap daughter 2009 pontiac g6need oil pan, washed,vaccumwil need trailer tow caus oil pan hold oil. hit small rock come back reviv church.ne sell asap help daughter move abus ex relationship still stalk children. need asap. tri sell asap her. can't drive it, clean titl hand us owners. lien ticket car.",Others,Others
1124,SAS Rogue Self Cocking Crossbow,"Assault style self cocking crossbow perfect for the beginner. 80 LB draw at 150 FPS. Includes laser sight, holographic sight, bolts, batteries and chargers for the laser sight.","sa rogu self cock crossbowassault style self cock crossbow perfect beginner. 80 lb draw 150 fps. includ laser sight, holograph sight, bolts, batteri charger laser sight.",Others,Others
1125,Dr. Pepper Beverage Tub Set,Dr. Pepper Beverage Tub Set. Brand new. One of a kind. Won’t find one online. $220 OBO.,dr. pepper beverag tub setdr. pepper beverag tub set. brand new. one kind. won’t find one online. $220 obo.,Others,Others
1126,GREENHOUSE/HIGH TUNNEL KITS,"GREENHOUSE/HIGH TUNNEL KITS STARTING AT $1750!FREE TERMINAL TO TERMINAL SHIPPING*NRCS High Tunnel Manufacturer*Custom Kits Manufactured In-house*All-Inclusive Packages Available Offering Controlled Grow EnvironmentAdditional sizes and info. available at: www.greenhousekits1.com(copy and paste my website in the Google search bar)KITS INCLUDE:*ALL steel (hoops/bows) galvanized1 3/8"" diameter steel4 ft hoop spacing*Ground stakes*3 Purlins-Offers multiple connection points for all hoops*Wind bracing*Installation hardware*Greenhouse film-Clear, 6 mil, 4 year UV poly filmCovers top and both ends*Wiggle wire channel and wire- for easy installation over end hoopsAdditional Options:*Cross bracing*Extended legs*Ground cover*Exhaust fan(s)*Louvres*Heating systems*Cooling systems*Shade cloth*Roll-up side wallsADDITIONAL BENEFITS:· A stronger, longer lasting system· Assembly is simple-connection hardware is included to make it easy!· Instructions and my personal phone number will be included for assistance with ANY issues you may encounter. I can save you time and money by sharing my experience.NOT INCLUDED:· 2 x 4s for the endwalls and base (this is a customer custom preference)SHIPPING INFORMATION:We offer FREE terminal to terminal shipping. We typically use YRC freight to ship to the terminal nearest you. Your greenhouse will arrive on an 11ft x 4ft pallet. YRC will load the pallet onto your trailer. The steel is bundled so that it may be hand-unloaded upon reaching final destination.Please contact us for specifics or your nearest freight location at 417-350-8979 or by emailing us at greenhousekits1.comJUST ONE MORE THING...Please remember that we cannot control the elements. Although proper installation can help to create a strong structure, we simply cannot guarantee performance regarding all of nature's elements. That being said, many of my greenhouse kits sold are in areas in the Northern states where they receive several feet of snow in a season and we have not had any complaints over the past 10 years.*I have an Ebay store (see our feedback score) and I also have a Facebook page you are welcome to visit.*Other greenhouse sizes and info are available at www.Greenhousekits1.com*Please do not hesitate to contact me with questions. I know that there is a lot that goes into purchasing a greenhouse and I'm happy to help you find the right fit for your needs!*Non-rated structures","greenhouse/high tunnel kitsgreenhouse/high tunnel kit start $1750!free termin termin shipping*nrc high tunnel manufacturer*custom kit manufactur in-house*all-inclus packag avail offer control grow environmentaddit size info. avail at: www.greenhousekits1.com(copi past websit googl search bar)kit include:*al steel (hoops/bows) galvanized1 3/8"" diamet steel4 ft hoop spacing*ground stakes*3 purlins-off multipl connect point hoops*wind bracing*instal hardware*greenhous film-clear, 6 mil, 4 year uv poli filmcov top ends*wiggl wire channel wire- easi instal end hoopsaddit options:*cross bracing*extend legs*ground cover*exhaust fan(s)*louvres*h systems*cool systems*shad cloth*roll-up side wallsaddit benefits:· stronger, longer last system· assembl simple-connect hardwar includ make easy!· instruct person phone number includ assist issu may encounter. save time money share experience.not included:· 2 x 4s endwal base (thi custom custom preference)ship information:w offer free termin termin shipping. typic use yrc freight ship termin nearest you. greenhous arriv 11ft x 4ft pallet. yrc load pallet onto trailer. steel bundl may hand-unload upon reach final destination.pleas contact us specif nearest freight locat 417-350-8979 email us greenhousekits1.comjust one thing...pleas rememb cannot control elements. although proper instal help creat strong structure, simpli cannot guarante perform regard nature' elements. said, mani greenhous kit sold area northern state receiv sever feet snow season complaint past 10 years.*i ebay store (see feedback score) also facebook page welcom visit.*oth greenhous size info avail www.greenhousekits1.com*pleas hesit contact questions. know lot goe purchas greenhous i'm happi help find right fit needs!*non-r structur",Others,Others
1127,Clean food grade IBC totes,"I have 275 gallon totes,they are cleaned,food grade only.$65( Cash) in Dec.(so far) Calls only!!! 10a/10p daily.more info call  show contact info no unknown products in bottom of tank.  show contact info !!! It will rain again,be ready! next order 12/7/22.No tx/no email,thanks.Call! the picture is accurate of my totes. I knew it would rain again!!! As of 12/1, I have 28 totes in stock.More rain on the way,be ready !These will handle freezing weather. Open Holidays also,thanks.","clean food grade ibc totesi 275 gallon totes,they cleaned,food grade only.$65( cash) dec.(so far) call only!!! 10a/10p daily.mor info call show contact info unknown product bottom tank. show contact info !!! rain again,b ready! next order 12/7/22.no tx/no email,thanks.call! pictur accur totes. knew would rain again!!! 12/1, 28 tote stock.mor rain way,b readi !these handl freez weather. open holiday also,thanks.",Others,Others
1128,Good dog pete,Pete lovable dog has all his shots good with kids and is house trained.,good dog petepet lovabl dog shot good kid hous trained.,Others,Others
1131,"Cedar Closet Liner, Wall Boards","Aromatic Eastern Red Cedar closet liner boards.Naturally repels moths, cockroaches, silverfish and mildew.There are 52 - 7/16""x4""x4' boards in each bundle totalling approximately 70 sq ft. $98/bundle.Pick up today at Kinta, Oklahoma. Cash only.show contact info","cedar closet liner, wall boardsaromat eastern red cedar closet liner boards.natur repel moths, cockroaches, silverfish mildew.ther 52 - 7/16""x4""x4' board bundl total approxim 70 sq ft. $98/bundle.pick today kinta, oklahoma. cash only.show contact info",Others,Others
1133,End Table,"Vintage Solid Wood End Table Used Minor Cosmetic Issues 22"" L x 28"" W x 23"" H Pick Up In Roland Oklahoma.","end tablevintag solid wood end tabl use minor cosmet issu 22"" l x 28"" w x 23"" h pick roland oklahoma.",Others,Others
1134,Justin Boots,Brand New Justin Man's Boots Size 8EE No Box Pick Up In Roland Oklahoma.,justin bootsbrand new justin man' boot size 8ee box pick roland oklahoma.,Others,Others
1135,Justin Boots,Brand New Justin Man's Boots Size 8EE $60 Each Pair Pick Up In Roland Oklahoma.,justin bootsbrand new justin man' boot size 8ee $60 pair pick roland oklahoma.,Others,Others
1136,Pitcher Glass Set,Vintage Green Cubist Pitcher & 8 Glasses Used In Good Condition Pick Up In Roland Oklahoma.,pitcher glass setvintag green cubist pitcher & 8 glass use good condit pick roland oklahoma.,Others,Others
1137,Looney Tunes Glasses,Five Vintage Looney Tunes Glasses Used In Good Condition.,looney tune glassesf vintag looney tune glass use good condition.,Others,Others
1138,LIFETIME 8-FOOT FOLD-IN-HALF TABLE (COMMERCIAL),"DESCRIPTIONNew Never Used NEVER REMOVED FROM BOX- Lifetime’s 8-Foot Commercial Fold-In-Half Table is constructed of high-density polyethylene and has a convenient folding design for easy transport and storage. The lightweight design and convenient carry handle make it easy for anyone to set up and take down. Our tables are UV-protected, will not crack, chip or peel, and are built for indoor and outdoor use. The patented steel frame design provides a sturdy foundation and is protected with a powder-coated, weather-resistant finish. Built for the rigors of heavy-duty use, Lifetime Commercial Fold-In-Half Tables exceed challenging BIFMA standards and are perfect for your next banquet, event, or group gathering.FEATURESHigh Strength Low Alloy (HSLA) Steel Creates Lighter Chair with Increased StrengthDesigned for Durability, Contoured for ComfortConvenient Carry HandleMade of UV-Protected High-Density Polyethylene (HDPE)Wide Seat and Tall BackLightweight DesignExceeds ANSI/BIFMA StandardsUV-Protected High-Density Polyethylene (HDPE)10-Year Limited WarrantyStain Resistant and Easy to CleanRust-Resistant Powder-Coated Steel FrameFolds in Half for Easy Transport and StorageUV-Protected High-Density Polyethylene (HDPE) TopSeats Eight ComfortablyIndoor/Outdoor UseSuperior Strength and DurabilitySPECIFICATIONSWeight	40.3 lb. (18,3 kg)Industry Rating	ANSI/BIFMAGrade	CommercialLeg Style	PedestalWarranty	10-Year LimitedLeg Tubing Diameter	1.1 in. (28 mm)Frame Color	GrayDimensions (Open)	96.3 in. L x 30 in. W x 28.9 in. H (244,7 cm x 76,2 cm x 73,5 cm)Dimensions (Folded)	49.2 in. L x 30 in. W x 4.3 in. H (125 cm x 76,2 cm x 10,9 cm)Table Top Thickness	2.1 in. (54 mm)Table Top Color	White GraniteSeating Capacity	8","lifetim 8-foot fold-in-half tabl (commercial)descriptionnew never use never remov box- lifetime’ 8-foot commerci fold-in-half tabl construct high-dens polyethylen conveni fold design easi transport storage. lightweight design conveni carri handl make easi anyon set take down. tabl uv-protected, crack, chip peel, built indoor outdoor use. patent steel frame design provid sturdi foundat protect powder-coated, weather-resist finish. built rigor heavy-duti use, lifetim commerci fold-in-half tabl exceed challeng bifma standard perfect next banquet, event, group gathering.featureshigh strength low alloy (hsla) steel creat lighter chair increas strengthdesign durability, contour comfortconveni carri handlemad uv-protect high-dens polyethylen (hdpe)wid seat tall backlightweight designexce ansi/bifma standardsuv-protect high-dens polyethylen (hdpe)10-year limit warrantystain resist easi cleanrust-resist powder-co steel framefold half easi transport storageuv-protect high-dens polyethylen (hdpe) topseat eight comfortablyindoor/outdoor usesuperior strength durabilityspecificationsweight 40.3 lb. (18,3 kg)industri rate ansi/bifmagrad commercialleg style pedestalwarranti 10-year limitedleg tube diamet 1.1 in. (28 mm)frame color graydimens (open) 96.3 in. l x 30 in. w x 28.9 in. h (244,7 cm x 76,2 cm x 73,5 cm)dimens (folded) 49.2 in. l x 30 in. w x 4.3 in. h (125 cm x 76,2 cm x 10,9 cm)tabl top thick 2.1 in. (54 mm)tabl top color white granites capac 8",Others,Others
1139,CHRISTMAS stable image,Very nice christmas image,christma stabl imageveri nice christma imag,Others,Others
1140,$600 sell asap for daughter 2009 Pontiac G6,"Clear title. Needs new oil pan, battery jumped,. 160,000 miles and needs bath and tires aired up.Can't drive until new oil pan.Need to sell asap to help my daughter.","$600 sell asap daughter 2009 pontiac g6clear title. need new oil pan, batteri jumped,. 160,000 mile need bath tire air up.can't drive new oil pan.ne sell asap help daughter.",Others,Others
